ALFREDO SAUCE,"Water, Milk, (Parmesan Cheese (cultured milk, salt, enzymes), Soybean Oil (TBHQ and citric acid added to protect flavor), Modified Cornstarch, Romano Cheese ([made from cow's milk] Cultured Milk, Salt, Enzymes), Milk Fat, Dry Cream, Wheat Flour, Salt, Modified Tapioca Starch, Sodium Hexametaphosphate and Sodium Phosphate, Cheddar Cheese(cultured milk, salt, enzymes), Water, Hydrogenated Cottonseed Oil, Sugar, Xanthan Gum, Mono & Diglycerides, Spices, Disodium Inosinate/Disodium Guanylate, Titanium Dioxide, Soy Lecithin, Natural Flavoring (contains milk), Enzymes, Phosphoric Acid, Cultures, Annatto, Turmeric)", , , , , ,Milk,Soy,Wheat,Gluten
ALOO GOBI,"Cauliflower, Steamed Diced Potatoes(Potato), Tomato, Water, Yellow Onion, Curry Paste(water, canola oil, coriander, cumin, Tumeric, concentrated tomoato puree, corn flour, salt, chile pepper, ground giner, acidic acid, spices,  paprika, sugar, garlic powder, tamarind, citric acid, lactic acid), Garlic, Ginger, Vegetable Oil, Cilantro, Salt, Cumin, Vegetable base(Sauteed Vegetable Puree Mix (Carrots, Onions Celery), Maltodextrin, Corn Oil, Hydrolyzed Soy, Corn and Wheat Proteins, Lima Beans, Cornstarch, Sorbitol, Autolyzed Yeast Extract, Tomato Powder, Onion Powder, 2% or less of water, Disodium Inosinate/Disodium Guanylate, Garlic Powder, Extractives of Paprika, Natural Flavors, Salt, Carrot Juice Concentrate, Lactic Acid, Citric Acid.)", , , , , , , ,Wheat,Gluten
AMERICAN BLEND VEGETABLES,"Baby Corn, Broccoli, Carrot, Sliced Onions(Yellow Onion)", , , , , , , , , 
AMERICAN CHEESE,"American Cheese(Cultured milk and skim milk, water, cream, sodium citrate, salt, sodium phosphate, sorbic acid (preservative), citric acid, acetic acid, enzymes, lecithin (soy).)", , , , , ,Milk,Soy, , 
AMERICAN CHEESE,"American Cheese(Cultured milk and skim milk, water, cream, sodium citrate, salt, sodium phosphate, sorbic acid (preservative), citric acid, acetic acid, enzymes, lecithin (soy).)", , , , , ,Milk,Soy, , 
AMERICAN CHEESE,"American Cheese(Cultured pasteurized milk and skim milk, cream, milkfat, salt, sodium citrate, contains less than 2% of sodium phosphate, sorbic acid (preservative), actic acid, artificial color, enzymes, soy lecithin and soybean oil blend (antisticking agent). )", , , , , ,Milk,Soy, , 
AMRITSARI KARARI MACHLI,"Tilapia, Semolina flour(Durum wheat), Water, Flour, Curry Dill Marinade(Curry Paste(water, canola oil, coriander, cumin, Tumeric, concentrated tomoato puree, corn flour, salt, chile pepper, ground giner, acidic acid, spices,  paprika, sugar, garlic powder, tamarind, citric acid, lactic acid), Honey, Lime Juice, Garlic, Dill), Salt, Black Pepper",Fish, , , , , , ,Wheat,Gluten
ANCHO CHILE CHIPS,"Potato(Potatoes, Vegetable Oil (May Contain One or More of the Following: Canola Oil, Sunflower Oil, Cottonseed Oil, Palm Oil, Corn Oil, Soybean Oil), Salt, Disodium Dihydrogen Pyrophosphate (to promote color retention), Dextrose.), Ancho Chili Pepper, Sugar, Salt", , , , , , ,Soy, , 
ANCHO-LIME PORTOBELLO MUSHROOM,"Portobellow Mushroom, Fresca Marinade(Lime Juice, Vegetable Oil, Yellow Onion, Ancho Pepper Flavor(Roasted Pepper Puree, Onion Puree, Maltodextrin, Corn Oil, Spices, Sorbitol, Salt, Water, Palm Oil, Olive Oil, Onion Powder, Sugar, Modified Cornstarch, Hydrolyzed (corn and wheat gluten, soy) Proteins, Soybean Oil, Garlic, Canola Oil, Potassium Sorbate, Citric Acid, Yeast Extract, Calcium Lactate, Lactic Acid, Natural Flavors, Natural Extractives of Turmeric and Annatto.), Cilantro, Black Pepper, Garlic)", , , , , , ,Soy,Wheat,Gluten
ANGEL HAIR EGG NOODLES,"Water, Angel Hair Pasta(Durum Semolina, Durum Flour, Egg Yolks, Niacin, Ferrous Sulfate (Iron), Thiamine Mononitrate,Riboflavin, Folic Acid.)", , , , ,Egg, , ,Wheat,Gluten
ANTIPASTO SALAD,"Penne(Water, Penne Rigate(Durum Semolina Flour, Niacin, Ferrous Sulfate (Iron), Thiamine Mononitrate,Riboflavin, Folic Acid)), Roasted Red Pepper, Provolone Cheese(Pasteurized Milk, Cheese Culture, Salt, Enzymes), Capicola(Pork, Water, Salt, Contains less than 2% of the following: Dextrose, Spices, Sodium Phosphates, Paprika, Natural Flavorings, Oleoresin of Paprika, Ascorbic Acid, Sodium Nitrite, Sodium Ascorbate, Sodium Citrate), Ham (Cured pork (pork, water, dextrose, salt, sodium erythorbate, sodium nitrite, sodium phosphate), Salami(PORK, SALT, DEXTROSE, CONTAINS 2% OR LESS OF FLAVORINGS, LACTIC ACID AND STARTER CULTURE, SODIUM NITRITE, SPICE, VITAMIN C (SODIUM ASCORBATE), BHA, BHT, CITRIC ACID), Red Onion, Black Olive, Olive Salad, Banana Pepper, Red Wine Vinegar, Pepperoni(Pork, Beef, Salt, Contains 2% or Less of Dextrose, Natural Flavors, Oleoresin of Paprika, Lactic Acid Starter Culture, Dehydrated Granulated Garlic, Sodium Nitrite, BHA, BHT, Citric Acid), Vegetable Oil, Sun-Dried Tomato, Basil, Parsley, Oregano, Garlic, Salt", , , , , ,Milk, ,Wheat,Gluten
APPLE & ACORN SQUASH SOUP,"Bechamel Sauce(Soy Milk(Soymilk (Filtered Water, Whole Soybeans), Cane Sugar, Sea Salt, Carrageenan, Natural Flavor), ROUX, WHITE(Butter, Flour), Vegetable Oil, Yellow Onion, Salt, Black Pepper, Cloves, Bay Leaves), Water, Kosher Roasted Acorn Squash(Acorn Squash, Margarine(PALM OIL WATER SALT CONTAINS LESS THAN 2% OF VEGETABLE MONO & DIGLYCERIDES NON-FAT DRY MILK SOLIDS SOY LECITHIN SODIUM BENZOATE (A PRESERVATIVE) CITRIC ACID NATURAL & ARTIFICIAL FLAVOR BETA CAROTENE (COLOR) VITAMIN A PALMITATE ADDED), Salt, Black Pepper), Apple, Vegetable Base(Sauteed Vegetable Puree Mix (Carrots, Onions Celery), Maltodextrin, Corn Oil, Hydrolyzed Soy, Corn and Wheat Proteins, Lima Beans, Cornstarch, Sorbitol, Autolyzed Yeast Extract, Tomato Powder, Onion Powder, 2% or less of water, Disodium Inosinate/Disodium Guanylate, Garlic Powder, Extractives of Paprika, Natural Flavors, Salt, Carrot Juice Concentrate, Lactic Acid, Citric Acid.), Lime Juice, Yellow Onion, Garlic, Salt, Vegetable Oil, Ginger, Black Pepper", , , , , ,Milk,Soy,Wheat,Gluten
APPLE BACON COLESLAW,"Cider Vinegar, Apple, Cabbage, Red Cabbage, Red Onion, Bacon(Cured with Water, Salt, Sugar, Sodium Phophates, Sodium Erythorbate, Sodium Nitrite), Vegetable Oil, Sugar, Salt, Celery Seed, Black Pepper", , , , , , , , , 
APPLE BETTY,"Apple, Apple Juice, Brown Sugar, Bread Crumbs(Enriched Flour(Flour, Malted Barley, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid, High Fructose Corn Syrup, Corn Syrup, Partially Hydrogenated Vegetable Oil (Soybean, Cottonseed, Corn and/or Canola Oils), Water, Salt, Contains 2% or less of: Yeast, Honey, Molasses, Sugar, Wheat Gluten, Whey, Soy Flour, Whole Wheat Flour, Rye Flour, COrn Flour, Oat Bran, COrn Meal, Rice Flour, Potato Flour, Butter, Dough Conditions (mono and diglycerides,sodium and/or calcium steroyl lactylate, soy lecithin, calcium carbonate), Yeast Nutrients (ammonium sulfate, calcium sulfate, monocalcium phosphate), Distilled Vinegar, SKim Milk, Buttermilk, Lactic Acid, Calcium Propionate (preservative), Potassium Sorbate (preservative), Sesame Seeds.), Margarine(PALM OIL WATER SALT CONTAINS LESS THAN 2% OF VEGETABLE MONO & DIGLYCERIDES NON-FAT DRY MILK SOLIDS SOY LECITHIN SODIUM BENZOATE (A PRESERVATIVE) CITRIC ACID NATURAL & ARTIFICIAL FLAVOR BETA CAROTENE (COLOR) VITAMIN A PALMITATE ADDED), Lemon Juice, Cinnamon, Nutmeg", , , , , ,Milk,Soy,Wheat,Gluten
APPLE CINNAMON SCONE,"Buttermilk Biscuit(Enriched Flour Bleached (Wheat Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Hydrogenated Palm Kernel Oil, Palm Oil, Leavening (Baking Soda, Sodium Aluminum Phosphate, Monocalcium Phosphate), Salt, Buttermilk, Dextrose, Egg, Soy Flour.), Water, Apple, Sugar, Egg(Eggs, Egg Whites, Salt, Xanthan Gum, Citric Acid, Annatoo (color), Artificial Butter Flavor (partially hydrogenated Soybean oil and Cotton seed oil, medium chain triglycerides and flavor).), Cinnamon", , , , ,Egg,Milk,Soy,Wheat,Gluten
APPLE CRANBERRY CRISP,"Apple, Margarine(PALM OIL WATER SALT CONTAINS LESS THAN 2% OF VEGETABLE MONO & DIGLYCERIDES NON-FAT DRY MILK SOLIDS SOY LECITHIN SODIUM BENZOATE (A PRESERVATIVE) CITRIC ACID NATURAL & ARTIFICIAL FLAVOR BETA CAROTENE (COLOR) VITAMIN A PALMITATE ADDED), Brown Sugar, Flour, Raisins, Cranberry, Oats, Sugar, Lemon Juice, Cornstarch, Cinnamon, Nutmeg", , , , , ,Milk, ,Wheat,Gluten
APPLE CRUMB CUPCAKE,"Coffee Cake Mix(Cake Mix: Enriched Flour Bleached, Sugar, Palm Oil, Leavening. Contains less than 2%: Modified Corn Starch, Dextrose, Egg Yolk with Sodium Cilicoaluminate, Nonfat Milk, Salt, Xanthan Gum, Dried Corn Syrup, Soy Lecithin, Egg White, Artificial Flavor, Color Added, Soy Flour. ), Water, Cinnamon Streusel Topping(Topping Mix: Enriched Flour Bleached, Brown Sugar, Sugar, Palm Oil, Cinnamon, Soy Flour, Egg, Nonfat Milk.), Apple, Confectioners Sugar", , , , ,Egg,Milk,Soy,Wheat,Gluten
APPLE FILLING,"Apple Pie Filling(Apple slices, water, high fructose corn syrup, corn syrup, food starch-modified (corn), apple juice concentrate, natural fruit flavor, salt, potassium sorbate (preservative), citric acid, spices, ascorbic acid to protect color.)", , , , , , , , , 
APPLE PEACH CRISP,"Apple, Peach, Flour, Graham Cracker Crumbs(Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Graham Flour (Whole Grain Wheat Flour), Sugar, Soybean Oil, Molasses, High Fructose Corn Syrup, Partially Hydrogenated Cottonseed Oil, Leavening (Baking SOda and/or Calcium Phosphate), Salt, Sulfur Dioxide added to preserve freshness.), Sugar, Butter, Cinnamon", , , , , ,Milk,Soy,Wheat,Gluten
APPLE PEAR CRISP,"Apple, Pear, Butter, Flour, Orange Juice, Oats, Brown Sugar, Raisins, Lemon Juice, Cinnamon, Nutmeg", , , , , ,Milk, ,Wheat,Gluten
APPLE RAISIN MUFFIN,"Muffin Mix (LF)(ENRICHED FLOUR BLEACHED (WHEAT FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, PALM OIL, WHEY, MODIFIED CORN STARCH. CONTAINS 2% OR LESS OF THE FOLLOWING: LEAVENING (BAKING SODA, SODIUM ACID PYROPHOSPHATE, SODIUM ALUMINUM PHOSPHATE, MONOCALCIUM PHOSPHATE), DEXTROSE, MONO AND DIGLYCERIDES, EGG YOLK WITH SODIUM SILICOALUMINATE, SALT, EGG WHITE, XANTHAN GUM, ALUMINUMSULFATE, ARTIFICIAL FLAVOR, SOY FLOUR), Water, Apple, Raisins, Sugar, Cinnamon", , , , ,Egg,Milk,Soy,Wheat,Gluten
APPLESAUCE CAKE,"Vanilla Icing(Sugar, Shortening (Partially Hydrogenated Soybean and Cottonseed Oil, Mono and Diglycerides, Polysorbate 60), Water, Corn Syrup, Salt, Natural and Artificial Flavors, Lecithin, Disodium Phosphate, Titanium Dioxide, Lactic Acid, Guar Gum, Locust Bean Gum, FD&C Yellow #5, FD&C Yellow #6. Freshness Preserved with Potassium Sorbate.), Apple Sauce(Apples, Corn Syrup, High Fructose Corn Syrup and Water. Erythorbic Acid added to protect color.), Flour, Sugar, Vegetable Shortening(SOYBEAN OIL, FULLY HYDROGENATED PALM OIL, PARTIALLY HYDROGENATED PALM AND SOYBEAN OILS, MONO AND DIGLYCERIDES, TBHQ AND CITRIC ACID (ANTIOXIDANTS).), Raisins, Apple Juice, Egg, Baking Powder, Vanilla Extract(Vanilla Bean Extractives in Water, Alcohol, Sugar), Cinnamon, Baking Soda, Nutmeg, Ginger, Allspice", , , , ,Egg, ,Soy,Wheat,Gluten
ASIAN BEEF,"Beef, Ginger-Cilantro Marinade(Vegetable Oil, Rice Wine Vinegar, Sesame Oil, Garlic, Honey, Soy Sauce(Water, Wheat, Soybeans, Salt, Lactic Acid, Sodium Benzoate less than 1/10 of1% as a Preservative.), Lime Juice, Ginger, Green Onion, Cilantro, Salt), Vegetable Oil", , , , , , ,Soy,Wheat,Gluten
ASIAN BEEF IN CHILI GARLIC SAUCE,"White Rice(White Rice, Water), Green Pepper, Chili Garlic Sauce(Water, Sugar, Miso Paste (water, soybeans, rice, sea salt, koji starter (aspergillus oryzae)), Soy Sauce (water, wheat, soybeans, salt, sodium benzoate (preservative)), Lima Beans (lima beans, water, salt), 2% or less of toasted sesame oil, salt, garlic puree, modified corn starch, tomato powder, roasted  bell pepper puree, spice, citric acid, paprika, vinegar, xantham gum ), Beef, Yellow Onion, Red Pepper, Mushroom, Water Chestnuts, Vegetable Oil, Ginger-Cilantro Marinade(Vegetable Oil, Rice Wine Vinegar, Sesame Oil, Garlic, Honey, Soy Sauce(Water, Wheat, Soybeans, Salt, Lactic Acid, Sodium Benzoate less than 1/10 of1% as a Preservative.), Lime Juice, Ginger, Green Onion, Cilantro, Salt)", , , , , , ,Soy,Wheat,Gluten
ASIAN BROWN RICE SALAD,"Brown Rice(Water, Brown Rice), Spicy Sesame Vinaigrette(Vinegar, Kethcup(Tomato concentrate made from red ripe tomatoes, distilled vinegar, high fructose corn syrup, corn syrup, salt, onion powder, spice, natural flavoring.), Vegetable Oil, Sesame Oil, Soy Sauce(Water, Wheat, Soybeans, Salt, Lactic Acid, Sodium Benzoate less than 1/10 of1% as a Preservative.), Sugar, Hot Sauce(Distilled vinegar, red pepper, salt.), Sesame Seed Whole, Black Pepper), Grilled Montreal Chicken Breast(Chicken, Vegetable Oil, Montreal Chicken Seasoning(Garlic, Salt, Onion, Spices (inc. black pepper, parsley, and red pepper), Orange Peel, Paprika, Green Bell Peppers, and Sulfiting Agents.)), Cabbage, Carrot, Coconut, Green Onion, Red Onion, Jalapeno, Mint, Cilantro, Basil", , , ,Tree Nut, , ,Soy,Wheat,Gluten
ASIAN MARINATED BEEF,"Beef, Honey Garlic Ginger Marinade(Vegetable Oil, Rice Wine Vinegar, Garlic, Honey, Soy Sauce(Water, Wheat, Soybeans, Salt, Lactic Acid, Sodium Benzoate less than 1/10 of1% as a Preservative.), Lime Juice, Cilantro, Ginger, Green Onion, Salt)", , , , , , ,Soy,Wheat,Gluten
ASIAN SLAW,"Cabbage, Carrot, Honey, Water, Ginger, Rice Wine Vinegar, Red Pepper, Cilantro, Salt, Cayenne Pepper", , , , , , , , , 
ASIAN SOBA NOODLE SALAD,"Soba Noodles(Water, Soba Noodle(Wheat flour, salt, FD &C yellow No 5)), Carrot-Ginger Dressing(Vegetable Oil, Carrots(Carrot), Honey, Soy Sauce(Water, Wheat, Soybeans, Salt, Lactic Acid, Sodium Benzoate less than 1/10 of1% as a Preservative.), Lemon Juice, Water, Rice Wine Vinegar, Green Onion, Garlic, Ginger, Sesame Oil), Cabbage, Carrot, Green Onion, Red Pepper", , , , , , ,Soy,Wheat,Gluten
ASIAN WEDGE SALAD,"Sriracha(Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite as preservatives and Xanthan Gum), Spicy Citrus-Cucumber Slaw(Orange Juice, Sweet Chili Sauce(Water, High Fructose Corn Syrup, Pineapple, Diced Tomatoes, Vinegar, Modified Cornstarch, Hydrolyzed Soy Protein, 2% or less of Brown Sugar Syrup, Soybean Oil, Tomato Paste, Salt, Corn Syrup Solids, Dehydrated Onions, Dehydrated Green Bell Peppers, Spices, Lemon Juice Concentrate, Onion Powder, Beet Powder, Garlic Powder.), Cider Vinegar, Lime Juice, Lemon Juice, Cilantro, Salt, Black Pepper), Edamame, Green Onion, Salt, Iceberg Lettuce", , , , , , ,Soy, , 
AU JUS,"Water, Cornstarch, Beef Base(Roasted Beef and Concentrated Beef Stock, Autolyzed Yeast Extract, Maltodextrin, Cornstarch, Hydrolyzed Soy, Corn and Wheat Proteins, Carrot Puree, Natural Flavors, Dried Whey, 2% of less of caramel color, Disodium Inosinate/Disodium Guanylate, Salt, Corn Oil, Potato Starch, Spices and Coloring, Dextrose, Lactic Acid, Soy Lecithin.)", , , , , ,Milk,Soy,Wheat,Gluten
AU JUS,"Water, Cornstarch, Beef Base(Roasted Beef and Natural Beef Juices, Salt, Hydrolyzed (corn and wheat gluten, soy and wheat) Proteins, Yeast Extract, Partially Hydrogenated Soybean and Cottonseed Oil, Maltodextrin, Sugar, Flavor, Caramel Color, Corn Oil, Potato Starch, Disodium Inosinate/Disodium Guanylate, Dextrose, Modified Cornstarch, Soy Lecithin, Calcium Lactate and Lactic Acid)", , , , , , ,Soy,Wheat,Gluten
AVOCADO CREAM,"Sour Cream(Cultured Milk and Cream, Grade A Whey, Modified Corn Starch, Guar Gum, Sodium Phophate, Carrageenen, Locust Bean Gum and Potassium Sorbate), Guacamole(Avocados, Tomatillos, Onion, Jalapeno Pepper, Dehydrated Red Bell Peppers, Jalapeno Vinegar (White Vinegar, Jalapeno Peppers), Cilantro, Garlic, Salt, Dehydrated Onions, Spices, Citric Acid, Sugar), Lime Juice", , , , , ,Milk, , , 
AVOCADO MAYONNAISE,"Mayonnaise(Soybean Oil, Egg Yolk, Water, High Fructose Corn Syrup, Vinegar, Contains less than 2% of: salt, Spice, Calcium Disodium EDTA to protect flavor), Guacamole(Avocados, Tomatillos, Onion, Jalapeno Pepper, Dehydrated Red Bell Peppers, Jalapeno Vinegar (White Vinegar, Jalapeno Peppers), Cilantro, Garlic, Salt, Dehydrated Onions, Spices, Citric Acid, Sugar), Lime Juice, Green Onion, Cilantro, Salt", , , , ,Egg, ,Soy, , 
AVOCADO SHRIMP SALAD,"Salad Shrimp(Water, Shrimp, Lemon Juice), Mayonnaise(Soybean Oil, Egg Yolk, Water, High Fructose Corn Syrup, Vinegar, Contains less than 2% of: salt, Spice, Calcium Disodium EDTA to protect flavor), Avocado, Celery, Tomato, Cucumber, Red Onion, Dill, Lemon Juice, Salt, Black Pepper", ,Shellfish, , ,Egg, ,Soy, , 
B.L.T.,"White Bread(Enriched Wheat Flour, Water, High Fructose Corn Syrup, Soybean Oil, Contains 2% or less of the following: Yeast, Salt, Wheat Gluten, Dough Conditioners (Mono & Diglycerides, Ethozylated Mono & Diglycerides, Sodium Stearoyl Lactylate, Ascorbic Acid, Calcium Peroxide, Polysorbate 60, Azodicarbonamide), Calcium Propionate (Preservative), Yeast Nutrients (Monocalcium Phosphate, Calcium Sulfate, Ammonium Sulfate).), Tomato, Bacon(Bacon(Cured with Water, Salt, Sugar, Sodium Phophates, Sodium Erythorbate, Sodium Nitrite)), Iceberg Lettuce, Mayonnaise(Soybean Oil, Egg Yolk, Water, High Fructose Corn Syrup, Vinegar, Contains less than 2% of: salt, Spice, Calcium Disodium EDTA to protect flavor)", , , , ,Egg, ,Soy,Wheat,Gluten
BABA GHANOUSH,"Eggplant, Lemon Juice, Tahini(ground toasted sesame seeds), Vegetable Oil, Parsley, Salt, Garlic, Black Pepper", , , , , , , , , 
BABY CARROTS,Carrot, , , , , , , , , 
BABY CARROTS,Carrot, , , , , , , , , 
BABY SPINACH,Spinach, , , , , , , , , 
BACON,"Bacon(Cured with Water, Salt, Sugar, Sodium Phophates, Sodium Erythorbate, Sodium Nitrite)", , , , , , , , , 
BACON & CHEDDAR GRILLED CHICKEN,"Grilled Herbed Orange Chicken(Chicken, Herbed Orange Marinade(Orange Juice, Vegetable Oil, Garlic, Black Pepper, Basil, Thyme)), Hamburger Bun(Enriched Wheat Flour, Water, High Fructose Corn Syrup, Yeast, Soybean Oil, Wheat Gluten, Contains 2% or less of the following: Salt, Dough Conditioners (Monoglycerides, DATEM, Ascorbic Acid, Calcium Peroxide, Azodicarbonamide), yeast Nutrients (Monocalcium Phospate, Calcium Sulfate, Ammonium Sulfate), Calcium Propionate and Potassium Sorbate (Perservatives), Wheat Starch,), BBQ Sauce, Iceberg Lettuce, Cheddar Cheese(Pasteurized Milk, Cheese Culture, Salt, Enzymes, Annatto (Color)), Bacon(Bacon(Cured with Water, Salt, Sugar, Sodium Phophates, Sodium Erythorbate, Sodium Nitrite))", , , , , ,Milk,Soy,Wheat,Gluten
BACON & EGG PIZZA,"Pizza Dough(Enriched Unbleached Wheat Flour, Water, Yeast, High Fructose Corn Syrup, Contains less than 2% of the following: Salt, Soybean Oil, Wheat Gluten, Ascorbic Acid, Enzyme), Scrambled Eggs(Egg(Eggs, Egg Whites, Salt, Xanthan Gum, Citric Acid, Annatoo (color), Artificial Butter Flavor (partially hydrogenated Soybean oil and Cotton seed oil, medium chain triglycerides and flavor).), Vegetable Oil, Salt, Black Pepper), American Cheese(Cultured pasteurized milk and skim milk, cream, milkfat, salt, sodium citrate, contains less than 2% of sodium phosphate, sorbic acid (preservative), actic acid, artificial color, enzymes, soy lecithin and soybean oil blend (antisticking agent). ), Bacon(Bacon(Cured with Water, Salt, Sugar, Sodium Phophates, Sodium Erythorbate, Sodium Nitrite)), Garlic Herb Oil(Vegetable Oil, Garlic, Oregano, Black Pepper)", , , , ,Egg,Milk,Soy,Wheat,Gluten
BACON CHEDDAR BUTTERMILK BISCUIT,"Buttermilk Biscuit(Enriched Flour Bleached (Wheat Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Hydrogenated Palm Kernel Oil, Palm Oil, Leavening (Baking Soda, Sodium Aluminum Phosphate, Monocalcium Phosphate), Salt, Buttermilk, Dextrose, Egg, Soy Flour.), Milk, Cheddar Cheese(Pasteurized Milk, Cheese Culture, Salt, Enzymes and Annatto. Potato Starch and Powdered Cellulose added to prevent caking.), Bacon(Bacon(Cured with Water, Salt, Sugar, Sodium Phophates, Sodium Erythorbate, Sodium Nitrite))", , , , ,Egg,Milk,Soy,Wheat,Gluten
BACON MAYONNAISE,"Mayonnaise(Soybean Oil, Egg Yolk, Water, High Fructose Corn Syrup, Vinegar, Contains less than 2% of: salt, Spice, Calcium Disodium EDTA to protect flavor), Bacon(Bacon(Cured with Water, Salt, Sugar, Sodium Phophates, Sodium Erythorbate, Sodium Nitrite))", , , , ,Egg, ,Soy, , 
